months,hr,hrz,hrp
0,188,2.347289914777248,99.05447329316283
0,189,2.391440681970018,99.1608802194839
0,190,2.435388305373821,99.2562091774612
0,191,2.479135196131052,99.34149312185166
0,192,2.522683713942792,99.41768450738431
0,193,2.566036168712433,99.48565949406824
0,194,2.609194822124413,99.54622221800761
0,195,2.652161889160339,99.60010907588644
0,196,2.694939539555005,99.64799297858033
0,197,2.737529899194499,99.6904875361671
0,198,2.779935051458964,99.72815114291214
0,199,2.822157038512026,99.76149093658006
0,200,2.864197862539467,99.79096661166456
0,201,2.906059486939021,99.81699407083886
0,202,2.947743837463701,99.83994890312286
0,203,2.989252803320439,99.86016968095718
0,204,3.030588238226183,99.87796107159681
0,205,3.071751961423273,99.89359676101319
0,206,3.112745758656077,99.90732219085665
0,207,3.153571383110271,99.91935711101239
0,208,3.194230556316636,99.9298979519175
0,209,3.234724969021406,99.93912002212619
0,210,3.275056282023406,99.94717953764884
0,211,3.315226126981284,99.95421549037964
0,212,3.355236107190489,99.96035136349765
0,213,3.395087798332041,99.96569670210526
0,214,3.434782749194671,99.97034854758419
0,215,3.474322482371122,99.97439274422548
0,216,3.513708494929392,99.97790512664973
0,217,3.552942259061042,99.98095259639803
0,218,3.592025222706399,99.98359409585917
0,219,3.630958810158189,99.98588148742354
0,220,3.669744422644986,99.98786034543042
0,221,3.708383438894784,99.98957066811801
0,222,3.746877215679363,99.99104751640284
0,223,3.785227088340241,99.99232158591981
0,224,3.82343437129841,99.99341971834926
0,225,3.861500358545775,99.99436535765471
0,226,3.899426324122182,99.99517895645539
0,227,3.937213522577491,99.9958783373679
0,228,3.97486318941601,99.99647901377483
0,229,4.012376541530323,99.99699447411577
0,230,4.049754777617562,99.99743643345191
0,231,4.086999078590826,99.99781505572909
0,232,4.124110607966122,99.99813914985694
0,233,4.161090512250093,99.99841634243489
0,234,4.197939921301458,99.9986532296879
0,235,4.234659948696565,99.99885551092666
0,236,4.271251692080945,99.99902810561774
0,237,4.307716233495718,99.99917525593847
0,238,4.344054639713258,99.99930061649778
0,239,4.380267962559241,99.9994073327279
0,240,4.416357239211936,99.99949810929066
1,30,,
1,31,,
1,32,,
1,33,,
1,34,,
1,35,,
1,36,,
1,37,,
1,38,-8.292361075813595,5.55111512313e-15
1,39,-8.209536151601386,1.11022302463e-14
1,40,-8.076571004130123,3.33066907388e-14
1,41,-7.941444487415977,9.99200722163e-14
1,42,-7.816294701164187,2.72004641033e-13
1,43,-7.688586102211823,7.43849426499e-13
1,44,-7.564020367525741,1.95399252334e-12
1,45,-7.441301606811534,4.98490138057e-12
1,46,-7.320573406013418,1.23456800338e-11
1,47,-7.201732042478153,2.97262214843e-11
1,48,-7.084712766537272,6.96664947952e-11
1,49,-6.9694123285182,1.59133817235e-10
1,50,-6.855782395575358,3.54616336296e-10
1,51,-6.743757469527927,7.71710473302e-10
1,52,-6.633287837828862,1.64145363968e-09
1,53,-6.524318624504687,3.41556782857e-09
1,54,-6.416800599214606,6.95840052245e-09
1,55,-6.310686730833408,1.38900002611e-08
1,56,-6.205932171564313,2.71868139112e-08
1,57,-6.102494148296807,5.22129672831e-08
1,58,-6.000331978501218,9.84572590124e-08
1,59,-5.899406911355036,1.82405263116e-07
1,60,-5.799681919419703,3.32204125320e-07
1,61,-5.7011216550809,5.95108268220e-07
1,62,-5.603692327335571,1.04916521027e-06
1,63,-5.507361611285919,1.82125774462e-06
1,64,-5.412098562119811,3.11451924806e-06
1,65,-5.317873529834676,5.24934996027e-06
1,66,-5.224658088856602,8.72386030082e-06
1,67,-5.132424966316358,.0000143016385346
1,68,-5.041147977809292,.0000231373727178
1,69,-4.950801966797453,.0000369541408418
1,70,-4.861362748865837,.0000582901988899
1,71,-4.772807058959822,.0000908379094056
1,72,-4.685112502538295,.0001399030985116
1,73,-4.598257509744551,.0002130196036898
1,74,-4.51222129249833,.0003207610180689
1,75,-4.426983804311706,.0004777995215532
1,76,-4.342525702610587,.0007042700042037
1,77,-4.258828313325077,.0010275061287701
1,78,-4.175873597632878,.0014842231411516
1,79,-4.093644120665163,.0021232296109397
1,80,-4.012123022045382,.0030087562592096
1,81,-3.931293988119718,.0042244939105374
1,82,-3.851141225766341,.0058784336259277
1,83,-3.771649437666882,.00810859943155
1,84,-3.692803798938323,.0110897569544466
1,85,-3.614589935033952,.0150411689591678
1,86,-3.536993900824653,.0202354505994429
1,87,-3.460002160781294,.0270085526661912
1,88,-3.38360157018546,.035770869955054
1,89,-3.30777935730032,.0470194340937312
1,90,-3.232523106439814,.0613511060830796
1,91,-3.1578207418785,.0794766340966258
1,92,-3.083660512549426,.1022353878118554
1,93,-3.010030977481574,.1306105231598022
1,94,-2.936920991932228,.165744272691981
1,95,-2.86431969417374,.2089529989193264
1,96,-2.792216492897438,.2617415933883926
1,97,-2.720601055201222,.3258167555206638
1,98,-2.649463295130526,.4030986450292599
1,99,-2.578793362745845,.4957303726850329
1,100,-2.508581633693241,.6060847788110452
1,101,-2.438818699257724,.7367679493270209
1,102,-2.36949535688283,.8906189372107529
1,103,-2.300602601143379,1.070705194120918
1,104,-2.232131615162407,1.28031327322839
1,105,-2.164073762467307,1.522934439911746
1,106,-2.096420579285042,1.802244921005797
1,107,-2.029163767281359,2.122080634095757
1,108,-1.962295186754897,2.486406363512273
1,109,-1.895806850303699,2.899279486095966
1,110,-1.82969091698955,3.364808493742789
1,111,-1.763939687034504,3.887106707007688
1,112,-1.698545597094812,4.470241720078604
1,113,-1.633501216170067,5.11818125751161
1,114,-1.568799242220737,5.834736252509035
1,115,-1.504432499585443,6.623502070687161
1,116,-1.440393937311661,7.487798898030919
1,117,-1.376676628540723,8.430612383414541
1,118,-1.313273771120988,9.45453567169972
1,119,-1.250178689664599,10.56171398079404
1,120,-1.187384839314045,11.75379286385928
1,121,-1.124885811549168,13.03187125567678
1,122,-1.06267534244618,14.39646033054908
1,123,-1.000747323903618,15.84744909945219
1,124,-.9390958184832007,17.38407754869545
1,125,-.8777150786866851,19.00491797402971
1,126,-.8165995717180864,20.70786499643364
1,127,-.7557440110859561,22.4901345624733
1,128,-.6951433968157337,24.3482720369505
1,129,-.6347930666182812,26.2781692919182
1,130,-.5746887611787707,28.27509048641749
1,131,-.5148267079235279,30.33370601589071
1,132,-.455203729422859,32.44813388576183
1,133,-.395817385414344,34.61198751951351
1,134,-.3366661620945399,36.81842872206605
1,135,-.2777497305169566,39.06022412512956
1,136,-.2190693115302943,41.32980279927534
1,137,-.160628217822377,43.61931144354693
1,138,-.1024327260798874,45.92066043124098
1,139,-.0444936984666986,48.22554374497619
1,140,.0131689067876814,50.52534818606025
1,141,.070514902184234,52.81080800763931
1,142,.1275148833342775,55.07335529287503
1,143,.1841563608870588,57.30546035614518
1,144,.2404333759051257,59.50028466582518
1,145,.2963436902018002,61.65161882189867
1,146,.3518874583362936,63.75386673888755
1,147,.4070664546823448,65.80204098206077
1,148,.4618835773346143,67.79175941949829
1,149,.5163425110631447,69.71923949357476
1,150,.5704474898329924,71.58128862785638
1,151,.6242031253171691,73.37529026800507
1,152,.6776142809474907,75.09918555417056
1,153,.7306859783298119,76.75145089781527
1,154,.7834233271789529,78.33107189401298
1,155,.8358314726417179,79.8375140897776
1,156,.8879155556483833,81.27069117469749
1,157,.9396806831297102,82.63093117596769
1,158,.991131905766615,83.91894123433394
1,159,1.042274201528165,85.13577151619083
1,160,1.093112463679389,86.28277878426805
1,161,1.143651492252069,87.36159010814021
1,162,1.193895988204365,88.37406714882673
1,163,1.243850549669375,89.32227140108712
1,164,1.293519669825647,90.20843072448865
1,165,1.342907736024105,91.03490744139772
1,166,1.392019029884358,91.8041682279903
1,167,1.440857728134365,92.51875597420492
1,168,1.489427904014713,93.18126374108886
1,169,1.53773352910642,93.79431089985906
1,170,1.585778475470672,94.36052149666038
1,171,1.633566518011708,94.88250485075909
1,172,1.681101336993245,95.3628383619549
1,173,1.728386520653113,95.80405247534955
1,174,1.775425567872652,96.20861772825
1,175,1.822221890866868,96.57893378476821
1,176,1.868778817868821,96.91732034840493
1,177,1.915099595787763,97.2260098313203
1,178,1.961187392825367,97.50714165080478
1,179,2.007045301038211,97.76275801834984
1,180,2.05267633883793,97.99480108434473
1,181,2.09808345342273,98.20511130145036
1,182,2.143269523136115,98.39542687178857
1,183,2.188237359750104,98.56738414690493
1,184,2.232989710671532,98.72251885470358
1,185,2.277529261071119,98.86226803392124
1,186,2.321858635935461,98.98797256393073
1,187,2.365980402043061,99.10088018550243
1,188,2.409897069865631,99.2021489163793
1,189,2.453611095396563,99.2928507739497
1,190,2.497124881908387,99.37397572576128
1,191,2.540440781641498,99.44643579697147
1,192,2.583561097426387,99.51106927195305
1,193,2.626488084241771,99.5686449350776
1,194,2.669223950710875,99.61986630310635
1,195,2.711770860538499,99.66537580857518
1,196,2.754130933891,99.70575890002731
1,197,2.796306248721716,99.74154803090181
1,198,2.83829884204396,99.7732265143148
1,199,2.880110711154045,99.80123222587598
1,200,2.921743814806275,99.8259611410712
1,201,2.963200074342052,99.84777069763113
1,202,3.004481374775287,99.86698297671683
1,203,3.045589565835839,99.88388769971175
1,204,3.086526462972969,99.89874503994584
1,205,3.127293848320582,99.91178825082272
1,206,3.167893471625878,99.92322611360706
1,207,3.208327051143275,99.9332452095901
1,208,3.248596274494869,99.94201202251891
1,209,3.288702799498896,99.94967487808115
1,210,3.328648254968626,99.95636572791278
1,211,3.368434241480658,99.96220178606936
1,212,3.408062332117092,99.96728702620149
1,213,3.447534073180162,99.9717135478233
1,214,3.486850984881559,99.97556282008711
1,215,3.526014562008198,99.97890681139485
1,216,3.565026274563377,99.98180901300893
1,217,3.603887568387893,99.98432536458772
1,218,3.642599865756912,99.98650508927945
1,219,3.681164565959683,99.98839144567597
1,220,3.719583045858127,99.99002240356616
1,221,3.757856660425668,99.991431250047
1,222,3.795986743271138,99.99264713215899
1,223,3.833974607142935,99.99369554181506
1,224,3.871821544417819,99.99459874839847
1,225,3.909528827574059,99.995376184017
1,226,3.947097709649544,99.99604478602319
1,227,3.984529424684648,99.99661930104674
1,228,4.021825188150387,99.9971125544364
1,229,4.058986197370355,99.99753568867848
1,230,4.096013631914118,99.99789837404522
1,231,4.132908653997375,99.99820899443408
1,232,4.169672408858144,99.99847481108345
1,233,4.20630602512197,99.99870210659574
1,234,4.242810615162739,99.99889631146191
1,235,4.279187275442408,99.99906211506399
1,236,4.315437086855877,99.99920356293126
1,237,4.35156111505465,99.99932414184212
1,238,4.38756041075819,99.99942685419666
1,239,4.423436010072453,99.99951428293184
1,240,4.459188934777532,99.99958864811293
2,30,,
2,31,,
2,32,,
2,33,,
2,34,,
2,35,,
2,36,,
2,37,-8.292361075813595,5.55111512313e-15
2,38,-8.209536151601386,1.11022302463e-14
2,39,-8.057743603013224,3.88578058619e-14
2,40,-7.928367942870713,1.11022302463e-13
2,41,-7.797226268429116,3.16413562018e-13
2,42,-7.669934227267442,8.60422844084e-13
2,43,-7.54416588350161,2.27595720048e-12
2,44,-7.420619904533395,5.82867087928e-12
2,45,-7.299016287662075,1.44939615865e-11
2,46,-7.1793059850437,3.50330875420e-11
2,47,-7.061454921096105,8.23840995423e-11
2,48,-6.945380158807282,1.88721260841e-10
2,49,-6.831013159049251,4.21584989141e-10
2,50,-6.718300480140625,9.19281317735e-10
2,51,-6.607181974523498,1.95852223328e-09
2,52,-6.49760338677865,4.08048039802e-09
2,53,-6.389512905927639,8.32074964485e-09
2,54,-6.28286095888074,1.66199165541e-08
2,55,-6.177600976426405,3.25414750701e-08
2,56,-6.073688370131402,6.25026030932e-08
2,57,-5.971080787299704,1.17843496072e-07
2,58,-5.869737905036533,2.18242302008e-07
2,59,-5.769621243924594,3.97249494410e-07
2,60,-5.670694094952116,7.11100711648e-07
2,61,-5.572921389825128,1.25251312100e-06
2,62,-5.476269610808172,2.17192845930e-06
2,63,-5.380706692020422,3.70969981955e-06
2,64,-5.286201933079549,6.24410176342e-06
2,65,-5.192725920834364,.0000103618578828
2,66,-5.100250453778864,.0000169602166145
2,67,-5.008748473407923,.0000273925571614
2,68,-4.918194000187632,.0000436731625864
2,69,-4.828562073357168,.0000687612337624
2,70,-4.739828695453999,.0001069494906192
2,71,-4.651970780239422,.0001643888372926
2,72,-4.56496610408314,.0002497875264129
2,73,-4.47879326053404,.0003753309539001
2,74,-4.393431617763233,.0005578764802061
2,75,-4.308861278696052,.0008204862470329
2,76,-4.225063043607433,.001194369480062
2,77,-4.142018375002826,.0017213137714467
2,78,-4.059709364606519,.0024566917488256
2,79,-3.978118702309652,.0034731346906902
2,80,-3.897229646926557,.0048649672911738
2,81,-3.817025998635529,.0067534971056937
2,82,-3.737492072977533,.0092932473993779
2,83,-3.658612676310191,.0126792123743946
2,84,-3.580373082607534,.0171551983511709
2,85,-3.502759011519263,.0230232928357166
2,86,-3.425756607600214,.0306544751319804
2,87,-3.349352420631949,.0405003471162902
2,88,-3.27353338696527,.0531059211500039
2,89,-3.198286811815228,.0691233543865688
2,90,-3.123600352448771,.0893264658288929
2,91,-3.049462002207465,.1146258157065983
2,92,-2.975860075314551,.1460840677472763
2,93,-2.902783192418139,.1849312957468822
2,94,-2.83022026682764,.2325798388367163
2,95,-2.758160491403988,.2906382575616147
2,96,-2.686593326067889,.3609238980181786
2,97,-2.615508485894287,.4454735365614809
2,98,-2.544895929764604,.5465515555733835
2,99,-2.474745849552006,.6666550938525364
2,100,-2.405048659818691,.8085156253195395
2,101,-2.33579498800781,.975096448418716
2,102,-2.266975665116782,1.169585616720582
2,103,-2.198581716842838,1.395383908975154
2,104,-2.130604355196344,1.656087523668388
2,105,-2.06303497058238,1.955465287644348
2,106,-1.995865124356866,2.297430288448435
2,107,-1.92908654186973,2.686005972865745
2,108,-1.862691106015143,3.12528689615655
2,109,-1.796670851317203,3.619394453671741
2,110,-1.73101795858946,4.172428074395602
2,111,-1.665724750218466,4.7884124998005
2,112,-1.600783686135411,5.471241906427262
2,113,-1.536187360556788,6.224621752155383
2,114,-1.471928499595146,7.052009329829461
2,115,-1.407999959865592,7.956554093857212
2,116,-1.344394728243907,8.941038882304168
2,117,-1.281105922968708,10.00782318636458
2,118,-1.218126796326531,11.15878961918326
2,119,-1.155450739215315,12.39529470610579
2,120,-1.09307128795417,13.71812505868184
2,121,-1.030982133798384,15.12745990625255
2,122,-.969177135735664,16.62284084364827
2,123,-.9076503372908614,18.20314951411826
2,124,-.8463959882646397,19.86659378640944
2,125,-.7854085725946142,21.61070280762897
2,126,-.7246828438822441,23.43233112302693
2,127,-.6642138706159009,25.3276718537928
2,128,-.6039970938040949,27.29227871734647
2,129,-.5440284007160404,29.32109646295998
2,130,-.4843042198849042,31.40849907762711
2,131,-.4248216447713069,33.54833488645333
2,132,-.365578597090106,35.73397741160596
2,133,-.3065740469324326,37.95838052493163
2,134,-.2478083179994613,40.21413594011201
2,135,-.1892835286792016,42.49353020907119
2,136,-.1310042708770504,44.7885964426706
2,137,-.0729787710899766,47.09115053365035
2,138,-.0152213558259508,49.39277920748772
2,139,.0422381605476639,51.68455790131686
2,140,.0993598332225542,53.957371332727
2,141,.156125222190222,56.20328411468465
2,142,.2125257897250929,58.4151569998502
2,143,.2685577812258397,60.58649976515345
2,144,.3242203818060053,62.71144038182156
2,145,.3795147250710924,64.78471641510932
2,146,.4344432824491518,66.80167134817067
2,147,.4890094584465585,68.75824997190865
2,148,.5432173100569381,70.65099051597711
2,149,.5970713463857001,72.47701262853185
2,150,.6505763826258287,74.23400099734327
2,151,.7037374321425345,75.92018476923192
2,152,.7565596259681955,77.53431313066059
2,153,.8090481524000064,79.07562753018232
2,154,.8612082115652693,80.54383108744604
2,155,.913044981263924,81.93905576186627
2,156,.9645635913874351,83.26182785755712
2,157,1.015769104907655,84.51303242658095
2,158,1.066666503926792,85.69387710475996
2,159,1.117260679641974,86.80585587682175
2,160,1.167556425345768,87.85071322332634
2,161,1.217558431784399,88.83040905295879
2,162,1.267271284346758,89.74708477228674
2,163,1.316699461672985,90.60303079259823
2,164,1.365847335360225,91.40065572128624
2,165,1.414719170511941,92.14245743455214
2,166,1.463319126930827,92.83099617985336
2,167,1.511651260797247,93.46886981122722
2,168,1.559719526708244,94.05869121890912
2,169,1.607527779978208,94.60306797689712
2,170,1.655079779122979,95.10458419851993
2,171,1.702379188465486,95.56578456074449
2,172,1.749429580814479,95.9891604329092
2,173,1.796234440177827,96.37713802467954
2,174,1.84279716448077,96.73206845114308
2,175,1.889121068265798,97.0562195998402
2,176,1.935209385356534,97.35176967490557
2,177,1.981065271472001,97.62080228705744
2,178,2.026691806781319,97.86530295459828
2,179,2.072091998391542,98.08715687954039
2,180,2.117268782763558,98.28814786411169
2,181,2.162225028052716,98.46995823589825
2,182,2.206963536372289,98.63416965442767
2,183,2.251487045978946,98.78226467778941
2,184,2.295798233380181,98.91562897464998
2,185,2.339899715364564,99.03555407449871
2,186,2.383794050955886,99.14324055692218
2,187,2.427483743292872,99.2398015889553
2,188,2.470971241436428,99.32626672791223
2,189,2.514258942106393,99.40358591541477
2,190,2.557349191350224,99.47263359647917
2,191,2.600244286145781,99.53421290539282
2,192,2.642946475940821,99.58905986762639
2,193,2.685457964131406,99.63784757412232
2,194,2.72778090948179,99.6811902909301
2,195,2.769917427488137,99.71964747329369
2,196,2.81186959168826,99.75372765891861
2,197,2.853639434920006,99.78389222025139
2,198,2.89522895052999,99.81055896019508
2,199,2.936640093535405,99.83410553977602
2,200,2.977874781740501,99.85487272988479
2,201,3.018934896810017,99.87316748236515
2,202,3.059822285301266,99.88926581844308
2,203,3.100538759657002,99.90341553480671
2,204,3.141086099160558,99.91583872959508
2,205,3.181466050854957,99.92673415216542
2,206,3.22168033042795,99.93627938181334
2,207,3.261730623063787,99.94463284165234
2,208,3.301618584264114,99.95193565464822
2,209,3.341345840638807,99.95831334937893
2,210,3.380913990667937,99.96387742347916
2,211,3.420324605436456,99.96872677295875
2,212,3.459579229343124,99.972948995675
2,213,3.498679380784071,99.97662157721746
2,214,3.537626552812115,99.97981296734571
2,215,3.576422213773758,99.98258355492628
2,216,3.61506780792498,99.98498654905856
2,217,3.653564756023325,99.9870687737757
2,218,3.691914455903717,99.98887138336852
2,219,3.730118283032048,99.99043050501571
2,220,3.768177591041635,99.99177781502547
2,221,3.806093712252201,99.99294105460588
2,222,3.843867958171341,99.9939444906931
2,223,3.881501619979495,99.99480932698131
2,224,3.918995969001377,99.99555406992143
2,225,3.956352257160051,99.99619485409025
2,226,3.993571717416982,99.99674573098017
2,227,4.030655564201566,99.99721892492421
2,228,4.067604993820947,99.99762505955307
2,229,4.104421184864027,99.99797335788089
2,230,4.141105298593613,99.99827181883556
2,231,4.177658479311913,99.9985273727865
2,232,4.21408185474352,99.99874601838002
2,233,4.250376536374374,99.99893294276579
2,234,4.286543619805834,99.99909262709103
2,235,4.322584185088484,99.99922893894791
2,236,4.358499297048502,99.99934521328487
2,237,4.394290005589622,99.99944432313362
2,238,4.429957346025327,99.99952874135842
2,239,4.465502339357945,99.99960059450285
2,240,4.500925992566558,99.99966170969041
3,30,,
3,31,,
3,32,,
3,33,,
3,34,,
3,35,,
3,36,-8.292361075813595,5.55111512313e-15
3,37,-8.209536151601386,1.11022302463e-14
3,38,-8.057743603013224,3.88578058619e-14
3,39,-7.916520712471188,1.22124532709e-13
3,40,-7.784582030427699,3.49720252757e-13
3,41,-7.655088735646474,9.65894031424e-13
3,42,-7.52830470688262,2.57016630201e-12
3,43,-7.403580611219233,6.62803145701e-12
3,44,-7.280935732525054,1.65756297577e-11
3,45,-7.160297317840538,4.02511357578e-11
3,46,-7.041565083206899,9.50461931382e-11
3,47,-6.924651401886252,2.18525197937e-10
3,48,-6.809505199991118,4.89674967241e-10
3,49,-6.696056665806972,1.07059361376e-09
3,50,-6.584246284689073,2.28599361662e-09
3,51,-6.474016903997052,4.77156092416e-09
3,52,-6.365314230211103,9.74451630498e-09
3,53,-6.25808661645717,1.94864679948e-08
3,54,-6.152285339871853,3.81871534394e-08
3,55,-6.047863897646198,7.33894334193e-08
3,56,-5.944778188560181,1.38415728879e-07
3,57,-5.842986199655588,2.56366333717e-07
3,58,-5.742447911102099,4.66587946057e-07
3,59,-5.643125160326715,8.34954289042e-07
3,60,-5.544981528128853,1.46992602534e-06
3,61,-5.447982229314467,2.54722233861e-06
3,62,-5.352094009641113,4.34711036057e-06
3,63,-5.257285057287806,7.30988053976e-06
3,64,-5.163524913868009,.0000121171154555
3,65,-5.070784396766176,.0000198089698311
3,66,-4.979035524754126,.0000319509569302
3,67,-4.888251449508849,.0000508677681754
3,68,-4.798406392033272,.0000799665112905
3,69,-4.709475583349673,.0001241774810923
3,70,-4.621435209148771,.0001905471783803
3,71,-4.53426235822096,.0002890257116972
3,72,-4.447934974223474,.0004334988283228
3,73,-4.362431810602137,.0006431234121196
3,74,-4.277732388368316,.0009440340467459
3,75,-4.193816956538957,.0013714967557199
3,76,-4.110666455018681,.0019725937693727
3,77,-4.028262479747045,.0028095295001807
3,78,-3.946587249938347,.0039636521070141
3,79,-3.86562357726022,.0055402862986442
3,80,-3.785354836809911,.0076744705312049
3,81,-3.70576493975553,.0105376846587846
3,82,-3.626838307526715,.0143456416176136
3,83,-3.548559847444377,.0193671981876309
3,84,-3.470914929688359,.0259344147737151
3,85,-3.393889365511833,.0344537622050278
3,86,-3.31746938661831,.0454184347745246
3,87,-3.241641625622182,.059421683478661
